"order_id","item_id","customer_id","discount","order_date","rk"
357,3,14,0.07,"2016-08-05",1
357,2,14,0.07,"2016-08-05",1
357,1,14,0.05,"2016-08-05",1
419,1,14,0.05,"2016-09-04",2
1572,3,14,0.05,"2018-04-22",3
1572,2,14,0.2,"2018-04-22",3
1572,4,14,0.2,"2018-04-22",3
1572,1,14,0.05,"2018-04-22",3
1401,2,15,0.05,"2018-02-18",1
1401,1,15,0.07,"2018-02-18",1
1401,3,15,0.2,"2018-02-18",1
1483,2,15,0.07,"2018-04-02",2
1483,1,15,0.05,"2018-04-02",2
1610,1,15,0.07,"2018-08-25",3
1610,2,15,0.2,"2018-08-25",3
352,1,16,0.2,"2016-08-03",1
352,2,16,0.2,"2016-08-03",1
1020,1,16,0.05,"2017-07-23",2
1020,2,16,0.05,"2017-07-23",2
1020,3,16,0.07,"2017-07-23",2
1020,4,16,0.1,"2017-07-23",2
1020,5,16,0.05,"2017-07-23",2
1510,2,16,0.1,"2018-04-09",3
1510,1,16,0.05,"2018-04-09",3
1510,5,16,0.05,"2018-04-09",3
1510,4,16,0.1,"2018-04-09",3
1510,3,16,0.1,"2018-04-09",3
246,1,17,0.2,"2016-05-30",1
301,2,17,0.1,"2016-07-06",2
301,1,17,0.05,"2016-07-06",2
1549,1,17,0.2,"2018-04-17",3
1549,2,17,0.05,"2018-04-17",3
1549,3,17,0.05,"2018-04-17",3
1549,4,17,0.1,"2018-04-17",3
606,1,18,0.2,"2016-12-11",1
606,2,18,0.05,"2016-12-11",1
1407,4,18,0.2,"2018-02-26",2
1407,2,18,0.1,"2018-02-26",2
1407,1,18,0.05,"2018-02-26",2
1407,3,18,0.1,"2018-02-26",2
1534,1,18,0.1,"2018-04-14",3
1534,2,18,0.05,"2018-04-14",3
1534,3,18,0.2,"2018-04-14",3
1534,4,18,0.2,"2018-04-14",3
1211,5,19,0.2,"2017-10-27",1
1211,1,19,0.2,"2017-10-27",1
1211,2,19,0.05,"2017-10-27",1
1211,3,19,0.2,"2017-10-27",1
1211,4,19,0.1,"2017-10-27",1
1234,2,19,0.07,"2017-11-07",2
1234,1,19,0.07,"2017-11-07",2
1535,1,19,0.05,"2018-04-14",3
1535,2,19,0.05,"2018-04-14",3
547,1,20,0.05,"2016-11-09",1
547,2,20,0.2,"2016-11-09",1
547,3,20,0.1,"2016-11-09",1
735,1,20,0.1,"2017-02-27",2
735,2,20,0.07,"2017-02-27",2
1528,1,20,0.2,"2018-04-12",3
1177,1,21,0.07,"2017-10-12",1
1177,2,21,0.1,"2017-10-12",1
1409,2,21,0.07,"2018-02-26",2
1409,1,21,0.07,"2018-02-26",2
1409,5,21,0.1,"2018-02-26",2
1409,4,21,0.05,"2018-02-26",2
1409,3,21,0.05,"2018-02-26",2
1596,1,21,0.05,"2018-04-28",3
1596,2,21,0.1,"2018-04-28",3
183,4,22,0.07,"2016-04-19",1
183,3,22,0.07,"2016-04-19",1
183,2,22,0.05,"2016-04-19",1
183,1,22,0.2,"2016-04-19",1
1505,1,22,0.05,"2018-04-08",2
1505,3,22,0.05,"2018-04-08",2
1505,2,22,0.07,"2018-04-08",2
1109,1,23,0.1,"2017-09-03",1
1479,1,23,0.05,"2018-04-01",2
1479,2,23,0.1,"2018-04-01",2
185,1,24,0.1,"2016-04-20",1
185,2,24,0.05,"2016-04-20",1
1157,1,24,0.1,"2017-10-01",2
1157,2,24,0.1,"2017-10-01",2
1157,3,24,0.2,"2017-10-01",2
1157,4,24,0.07,"2017-10-01",2
1573,1,24,0.05,"2018-04-23",3
1573,2,24,0.07,"2018-04-23",3
1573,4,24,0.07,"2018-04-23",3
1573,3,24,0.1,"2018-04-23",3
1573,5,24,0.1,"2018-04-23",3
1065,3,25,0.07,"2017-08-17",1
1065,2,25,0.05,"2017-08-17",1
1065,1,25,0.07,"2017-08-17",1
1511,1,25,0.2,"2018-04-09",2
1511,3,25,0.07,"2018-04-09",2
1511,4,25,0.05,"2018-04-09",2
1511,5,25,0.2,"2018-04-09",2
1511,2,25,0.07,"2018-04-09",2
256,1,26,0.1,"2016-06-04",1
256,2,26,0.05,"2016-06-04",1
1519,5,26,0.05,"2018-04-11",2
1519,2,26,0.2,"2018-04-11",2
1519,1,26,0.2,"2018-04-11",2
1519,3,26,0.07,"2018-04-11",2
1519,4,26,0.2,"2018-04-11",2
634,2,27,0.1,"2016-12-29",1
634,1,27,0.05,"2016-12-29",1
1480,4,27,0.07,"2018-04-01",2
1480,3,27,0.07,"2018-04-01",2
1480,2,27,0.1,"2018-04-01",2
1480,1,27,0.1,"2018-04-01",2
1306,5,28,0.07,"2017-12-20",1
1306,4,28,0.2,"2017-12-20",1
1306,3,28,0.2,"2017-12-20",1
1306,2,28,0.07,"2017-12-20",1
1306,1,28,0.05,"2017-12-20",1
1533,5,28,0.1,"2018-04-13",2
1533,4,28,0.1,"2018-04-13",2
1533,3,28,0.1,"2018-04-13",2
1533,2,28,0.1,"2018-04-13",2
1533,1,28,0.1,"2018-04-13",2
665,3,29,0.05,"2017-01-21",1
665,1,29,0.07,"2017-01-21",1
665,2,29,0.2,"2017-01-21",1
1569,1,29,0.1,"2018-04-22",2
349,1,30,0.2,"2016-08-03",1
444,5,30,0.2,"2016-09-19",2
444,1,30,0.07,"2016-09-19",2
444,2,30,0.07,"2016-09-19",2
444,3,30,0.05,"2016-09-19",2
444,4,30,0.1,"2016-09-19",2
1553,4,30,0.05,"2018-04-18",3
1553,3,30,0.05,"2018-04-18",3
1553,2,30,0.1,"2018-04-18",3
1553,1,30,0.07,"2018-04-18",3
162,3,31,0.1,"2016-04-06",1
162,2,31,0.07,"2016-04-06",1
162,1,31,0.07,"2016-04-06",1
350,3,31,0.07,"2016-08-03",2
350,2,31,0.07,"2016-08-03",2
350,1,31,0.05,"2016-08-03",2
1497,1,31,0.2,"2018-04-06",3
1497,2,31,0.1,"2018-04-06",3
1497,3,31,0.07,"2018-04-06",3
159,1,32,0.2,"2016-04-04",1
582,1,32,0.2,"2016-12-04",2
582,2,32,0.07,"2016-12-04",2
1513,1,32,0.1,"2018-04-10",3
1513,2,32,0.05,"2018-04-10",3
1513,3,32,0.05,"2018-04-10",3
575,1,33,0.07,"2016-11-27",1
575,2,33,0.2,"2016-11-27",1
1487,1,33,0.07,"2018-04-03",2
1487,4,33,0.05,"2018-04-03",2
1487,2,33,0.2,"2018-04-03",2
1487,3,33,0.05,"2018-04-03",2
1487,5,33,0.2,"2018-04-03",2
1607,1,33,0.05,"2018-07-11",3
1190,1,34,0.07,"2017-10-16",1
1536,3,34,0.2,"2018-04-14",2
1536,2,34,0.07,"2018-04-14",2
1536,1,34,0.2,"2018-04-14",2
1476,5,35,0.1,"2018-03-31",1
1476,4,35,0.1,"2018-03-31",1
1476,3,35,0.07,"2018-03-31",1
1476,1,35,0.07,"2018-03-31",1
1476,2,35,0.07,"2018-03-31",1
1484,3,35,0.05,"2018-04-02",2
1484,1,35,0.07,"2018-04-02",2
1484,2,35,0.2,"2018-04-02",2
303,1,36,0.05,"2016-07-07",1
303,2,36,0.05,"2016-07-07",1
1537,1,36,0.05,"2018-04-15",2
1295,1,37,0.2,"2017-12-11",1
1295,3,37,0.05,"2017-12-11",1
1295,2,37,0.2,"2017-12-11",1
1524,2,37,0.2,"2018-04-12",2
1524,1,37,0.1,"2018-04-12",2
1524,3,37,0.2,"2018-04-12",2
1524,4,37,0.2,"2018-04-12",2
718,3,38,0.1,"2017-02-16",1
718,2,38,0.07,"2017-02-16",1
718,1,38,0.07,"2017-02-16",1
1525,3,38,0.07,"2018-04-12",2
1525,1,38,0.1,"2018-04-12",2
1525,2,38,0.07,"2018-04-12",2
1322,2,39,0.05,"2017-12-31",1
1322,1,39,0.05,"2017-12-31",1
1550,3,39,0.1,"2018-04-17",2
1550,2,39,0.07,"2018-04-17",2
1550,1,39,0.05,"2018-04-17",2
1550,5,39,0.05,"2018-04-17",2
1550,4,39,0.07,"2018-04-17",2
598,1,40,0.05,"2016-12-09",1
598,2,40,0.07,"2016-12-09",1
598,3,40,0.1,"2016-12-09",1
1092,3,40,0.1,"2017-08-25",2
1092,2,40,0.07,"2017-08-25",2
1092,1,40,0.05,"2017-08-25",2
1092,4,40,0.2,"2017-08-25",2
1589,3,40,0.1,"2018-04-27",3
1589,1,40,0.05,"2018-04-27",3
1589,2,40,0.2,"2018-04-27",3
1161,1,41,0.1,"2017-10-01",1
1161,4,41,0.1,"2017-10-01",1
1161,3,41,0.2,"2017-10-01",1
1161,2,41,0.07,"2017-10-01",1
1492,1,41,0.1,"2018-04-04",2
1076,1,42,0.1,"2017-08-19",1
1076,2,42,0.07,"2017-08-19",1
1076,3,42,0.07,"2017-08-19",1
1559,1,42,0.07,"2018-04-20",2
1559,3,42,0.1,"2018-04-20",2
1559,4,42,0.1,"2018-04-20",2
1559,2,42,0.1,"2018-04-20",2
157,2,43,0.07,"2016-04-03",1
157,1,43,0.1,"2016-04-03",1
935,4,43,0.07,"2017-06-10",2
935,1,43,0.2,"2017-06-10",2
935,2,43,0.07,"2017-06-10",2
935,3,43,0.07,"2017-06-10",2
1601,1,43,0.2,"2018-04-29",3
1601,2,43,0.2,"2018-04-29",3
1601,4,43,0.07,"2018-04-29",3
1601,3,43,0.07,"2018-04-29",3
1601,5,43,0.1,"2018-04-29",3
1253,1,44,0.1,"2017-11-18",1
1253,2,44,0.07,"2017-11-18",1
1253,3,44,0.2,"2017-11-18",1
1583,1,44,0.05,"2018-04-25",2
1583,2,44,0.2,"2018-04-25",2
826,2,45,0.1,"2017-04-07",1
826,1,45,0.2,"2017-04-07",1
1594,1,45,0.1,"2018-04-28",2
1594,2,45,0.1,"2018-04-28",2
132,3,46,0.1,"2016-03-20",1
132,2,46,0.05,"2016-03-20",1
132,1,46,0.05,"2016-03-20",1
1089,1,46,0.07,"2017-08-23",2
1089,2,46,0.05,"2017-08-23",2
1564,2,46,0.1,"2018-04-21",3
1564,1,46,0.07,"2018-04-21",3
897,2,47,0.05,"2017-05-20",1
897,1,47,0.05,"2017-05-20",1
1072,1,47,0.2,"2017-08-18",2
1072,2,47,0.07,"2017-08-18",2
1072,3,47,0.07,"2017-08-18",2
1516,1,47,0.1,"2018-04-11",3
1516,2,47,0.1,"2018-04-11",3
1516,3,47,0.2,"2018-04-11",3
1516,4,47,0.2,"2018-04-11",3
1516,5,47,0.2,"2018-04-11",3
1200,1,48,0.2,"2017-10-23",1
1577,1,48,0.05,"2018-04-23",2
1577,2,48,0.1,"2018-04-23",2
1577,3,48,0.2,"2018-04-23",2
1577,4,48,0.07,"2018-04-23",2
1577,5,48,0.05,"2018-04-23",2
739,1,49,0.2,"2017-02-28",1
1599,1,49,0.2,"2018-04-29",2
70,3,50,0.05,"2016-02-11",1
70,1,50,0.05,"2016-02-11",1
70,2,50,0.2,"2016-02-11",1
593,1,50,0.1,"2016-12-07",2
593,2,50,0.07,"2016-12-07",2
1529,2,50,0.1,"2018-04-12",3
1529,1,50,0.05,"2018-04-12",3
222,1,51,0.1,"2016-05-13",1
222,2,51,0.1,"2016-05-13",1
1485,2,51,0.2,"2018-04-02",2
1485,1,51,0.2,"2018-04-02",2
1116,1,52,0.07,"2017-09-08",1
1501,4,52,0.2,"2018-04-06",2
1501,2,52,0.07,"2018-04-06",2
1501,1,52,0.05,"2018-04-06",2
1501,3,52,0.05,"2018-04-06",2
1501,5,52,0.05,"2018-04-06",2
389,1,53,0.07,"2016-08-22",1
389,2,53,0.07,"2016-08-22",1
389,3,53,0.05,"2016-08-22",1
389,4,53,0.05,"2016-08-22",1
389,5,53,0.2,"2016-08-22",1
1521,1,53,0.2,"2018-04-12",2
1521,2,53,0.2,"2018-04-12",2
1521,3,53,0.1,"2018-04-12",2
1521,4,53,0.2,"2018-04-12",2
1608,1,53,0.05,"2018-07-12",3
519,4,54,0.2,"2016-10-22",1
519,5,54,0.05,"2016-10-22",1
519,3,54,0.05,"2016-10-22",1
519,2,54,0.1,"2016-10-22",1
519,1,54,0.07,"2016-10-22",1
1570,1,54,0.07,"2018-04-22",2
147,1,55,0.2,"2016-03-28",1
1602,4,55,0.05,"2018-04-30",2
1602,1,55,0.05,"2018-04-30",2
1602,2,55,0.07,"2018-04-30",2
1602,3,55,0.2,"2018-04-30",2
778,2,56,0.05,"2017-03-15",1
778,1,56,0.1,"2017-03-15",1
1413,1,56,0.05,"2018-03-01",2
1597,1,56,0.07,"2018-04-28",3
1597,2,56,0.07,"2018-04-28",3
27,1,57,0.2,"2016-01-19",1
27,2,57,0.2,"2016-01-19",1
27,3,57,0.07,"2016-01-19",1
27,4,57,0.07,"2016-01-19",1
1560,1,57,0.2,"2018-04-20",2
1560,2,57,0.2,"2018-04-20",2
694,2,58,0.05,"2017-02-05",1
694,5,58,0.1,"2017-02-05",1
694,4,58,0.2,"2017-02-05",1
694,3,58,0.1,"2017-02-05",1
694,1,58,0.2,"2017-02-05",1
1542,5,58,0.2,"2018-04-16",2
1542,4,58,0.1,"2018-04-16",2
1542,3,58,0.2,"2018-04-16",2
1542,2,58,0.05,"2018-04-16",2
1542,1,58,0.2,"2018-04-16",2
286,3,59,0.1,"2016-06-25",1
286,4,59,0.1,"2016-06-25",1
286,1,59,0.2,"2016-06-25",1
286,2,59,0.07,"2016-06-25",1
1526,3,59,0.1,"2018-04-12",2
1526,2,59,0.1,"2018-04-12",2
1526,1,59,0.07,"2018-04-12",2
1526,4,59,0.05,"2018-04-12",2
9,1,60,0.1,"2016-01-05",1
1565,5,60,0.2,"2018-04-21",2
1565,4,60,0.07,"2018-04-21",2
1565,3,60,0.1,"2018-04-21",2
1565,2,60,0.1,"2018-04-21",2
1565,1,60,0.07,"2018-04-21",2
391,1,61,0.07,"2016-08-23",1
391,2,61,0.2,"2016-08-23",1
391,3,61,0.07,"2016-08-23",1
556,1,61,0.1,"2016-11-13",2
556,2,61,0.2,"2016-11-13",2
1515,1,61,0.2,"2018-04-10",3
1515,5,61,0.2,"2018-04-10",3
1515,3,61,0.05,"2018-04-10",3
1515,4,61,0.1,"2018-04-10",3
1515,2,61,0.1,"2018-04-10",3
543,3,62,0.05,"2016-11-06",1
543,2,62,0.2,"2016-11-06",1
543,1,62,0.2,"2016-11-06",1
1481,1,62,0.07,"2018-04-01",2
1481,2,62,0.1,"2018-04-01",2
1390,5,63,0.1,"2018-02-12",1
1390,2,63,0.05,"2018-02-12",1
1390,3,63,0.1,"2018-02-12",1
1390,4,63,0.05,"2018-02-12",1
1390,1,63,0.05,"2018-02-12",1
1558,1,63,0.07,"2018-04-19",2
1558,2,63,0.07,"2018-04-19",2
1558,3,63,0.05,"2018-04-19",2
1558,5,63,0.07,"2018-04-19",2
1558,4,63,0.2,"2018-04-19",2
549,2,64,0.05,"2016-11-12",1
549,3,64,0.07,"2016-11-12",1
549,4,64,0.05,"2016-11-12",1
549,5,64,0.1,"2016-11-12",1
549,1,64,0.07,"2016-11-12",1
673,2,64,0.2,"2017-01-26",2
673,1,64,0.2,"2017-01-26",2
673,4,64,0.1,"2017-01-26",2
673,3,64,0.07,"2017-01-26",2
1493,1,64,0.1,"2018-04-04",3
240,1,65,0.07,"2016-05-27",1
240,2,65,0.07,"2016-05-27",1
240,3,65,0.07,"2016-05-27",1
240,4,65,0.07,"2016-05-27",1
1561,2,65,0.05,"2018-04-20",2
1561,1,65,0.07,"2018-04-20",2
252,3,66,0.1,"2016-06-01",1
252,1,66,0.1,"2016-06-01",1
252,2,66,0.07,"2016-06-01",1
885,1,66,0.07,"2017-05-13",2
885,2,66,0.1,"2017-05-13",2
1520,1,66,0.05,"2018-04-11",3
1520,2,66,0.2,"2018-04-11",3
1520,4,66,0.1,"2018-04-11",3
1520,3,66,0.07,"2018-04-11",3
424,2,67,0.05,"2016-09-08",1
424,1,67,0.1,"2016-09-08",1
1545,1,67,0.1,"2018-04-17",2
924,2,68,0.2,"2017-06-02",1
924,1,68,0.2,"2017-06-02",1
1325,3,68,0.1,"2018-01-01",2
1325,1,68,0.05,"2018-01-01",2
1325,4,68,0.07,"2018-01-01",2
1325,2,68,0.05,"2018-01-01",2
1512,1,68,0.07,"2018-04-09",3
1130,1,69,0.2,"2017-09-18",1
1494,1,69,0.1,"2018-04-05",2
1494,2,69,0.2,"2018-04-05",2
1494,3,69,0.05,"2018-04-05",2
1041,3,70,0.1,"2017-08-04",1
1041,1,70,0.1,"2017-08-04",1
1041,2,70,0.07,"2017-08-04",1
1551,1,70,0.2,"2018-04-17",2
1360,1,71,0.05,"2018-01-22",1
1595,1,71,0.2,"2018-04-28",2
420,1,72,0.2,"2016-09-05",1
420,2,72,0.1,"2016-09-05",1
420,3,72,0.05,"2016-09-05",1
1566,2,72,0.05,"2018-04-21",2
1566,1,72,0.05,"2018-04-21",2
937,1,73,0.1,"2017-06-11",1
937,2,73,0.07,"2017-06-11",1
937,3,73,0.07,"2017-06-11",1
937,4,73,0.07,"2017-06-11",1
937,5,73,0.2,"2017-06-11",1
1552,1,73,0.1,"2018-04-17",2
1552,2,73,0.05,"2018-04-17",2
464,1,74,0.1,"2016-09-28",1
1603,1,74,0.05,"2018-04-30",2
1318,3,75,0.2,"2017-12-27",1
1318,4,75,0.07,"2017-12-27",1
1318,2,75,0.2,"2017-12-27",1
1318,1,75,0.2,"2017-12-27",1
1506,3,75,0.05,"2018-04-08",2
1506,1,75,0.05,"2018-04-08",2
1506,2,75,0.2,"2018-04-08",2
152,1,76,0.2,"2016-03-29",1
152,2,76,0.2,"2016-03-29",1
152,3,76,0.07,"2016-03-29",1
1543,2,76,0.2,"2018-04-16",2
1543,4,76,0.05,"2018-04-16",2
1543,5,76,0.2,"2018-04-16",2
1543,1,76,0.1,"2018-04-16",2
1543,3,76,0.07,"2018-04-16",2
407,1,77,0.2,"2016-09-01",1
407,2,77,0.05,"2016-09-01",1
435,1,77,0.05,"2016-09-14",2
435,2,77,0.05,"2016-09-14",2
435,3,77,0.05,"2016-09-14",2
1563,1,77,0.07,"2018-04-20",3
801,1,78,0.07,"2017-03-28",1
1522,2,78,0.07,"2018-04-12",2
1522,1,78,0.1,"2018-04-12",2
1522,3,78,0.07,"2018-04-12",2
707,3,79,0.1,"2017-02-09",1
707,4,79,0.1,"2017-02-09",1
707,1,79,0.05,"2017-02-09",1
707,2,79,0.07,"2017-02-09",1
1538,3,79,0.07,"2018-04-15",2
1538,1,79,0.07,"2018-04-15",2
1538,2,79,0.07,"2018-04-15",2
1538,5,79,0.05,"2018-04-15",2
1538,4,79,0.2,"2018-04-15",2
34,3,80,0.2,"2016-01-22",1
34,2,80,0.1,"2016-01-22",1
34,1,80,0.07,"2016-01-22",1
1571,1,80,0.1,"2018-04-22",2
1571,2,80,0.07,"2018-04-22",2
1571,3,80,0.2,"2018-04-22",2
679,2,81,0.05,"2017-01-29",1
679,1,81,0.2,"2017-01-29",1
1498,1,81,0.05,"2018-04-06",2
1498,2,81,0.07,"2018-04-06",2
961,2,82,0.2,"2017-06-19",1
961,3,82,0.07,"2017-06-19",1
961,1,82,0.1,"2017-06-19",1
1491,2,82,0.05,"2018-04-04",2
1491,1,82,0.2,"2018-04-04",2
1491,3,82,0.07,"2018-04-04",2
1491,4,82,0.07,"2018-04-04",2
327,2,83,0.07,"2016-07-21",1
327,3,83,0.05,"2016-07-21",1
327,1,83,0.07,"2016-07-21",1
1502,1,83,0.2,"2018-04-06",2
1502,2,83,0.07,"2018-04-06",2
1502,3,83,0.07,"2018-04-06",2
1502,4,83,0.2,"2018-04-06",2
1502,5,83,0.07,"2018-04-06",2
129,2,84,0.1,"2016-03-19",1
129,1,84,0.1,"2016-03-19",1
1486,2,84,0.05,"2018-04-02",2
1486,4,84,0.1,"2018-04-02",2
1486,3,84,0.1,"2018-04-02",2
1486,1,84,0.05,"2018-04-02",2
1283,1,85,0.05,"2017-12-04",1
1283,5,85,0.2,"2017-12-04",1
1283,4,85,0.1,"2017-12-04",1
1283,3,85,0.1,"2017-12-04",1
1283,2,85,0.2,"2017-12-04",1
1507,5,85,0.05,"2018-04-08",2
1507,4,85,0.07,"2018-04-08",2
1507,3,85,0.07,"2018-04-08",2
1507,2,85,0.1,"2018-04-08",2
1507,1,85,0.2,"2018-04-08",2
128,1,86,0.1,"2016-03-18",1
128,2,86,0.1,"2016-03-18",1
128,3,86,0.2,"2016-03-18",1
128,4,86,0.2,"2016-03-18",1
1495,3,86,0.1,"2018-04-05",2
1495,1,86,0.05,"2018-04-05",2
1495,2,86,0.2,"2018-04-05",2
747,4,87,0.07,"2017-03-03",1
747,3,87,0.1,"2017-03-03",1
747,2,87,0.2,"2017-03-03",1
747,1,87,0.07,"2017-03-03",1
1514,2,87,0.05,"2018-04-10",2
1514,1,87,0.1,"2018-04-10",2
418,1,88,0.05,"2016-09-04",1
418,2,88,0.05,"2016-09-04",1
1562,1,88,0.2,"2018-04-20",2
1562,2,88,0.2,"2018-04-20",2
1562,3,88,0.07,"2018-04-20",2
1229,2,89,0.1,"2017-11-05",1
1229,1,89,0.07,"2017-11-05",1
1567,1,89,0.2,"2018-04-21",2
561,1,90,0.05,"2016-11-19",1
561,2,90,0.05,"2016-11-19",1
561,3,90,0.05,"2016-11-19",1
561,4,90,0.07,"2016-11-19",1
1600,1,90,0.1,"2018-04-29",2
1600,2,90,0.05,"2018-04-29",2
1600,3,90,0.2,"2018-04-29",2
12,2,91,0.05,"2016-01-06",1
12,1,91,0.1,"2016-01-06",1
1546,4,91,0.05,"2018-04-17",2
1546,2,91,0.1,"2018-04-17",2
1546,1,91,0.1,"2018-04-17",2
1546,3,91,0.1,"2018-04-17",2
1369,1,92,0.05,"2018-01-28",1
1508,4,92,0.05,"2018-04-08",2
1508,3,92,0.05,"2018-04-08",2
1508,2,92,0.1,"2018-04-08",2
1508,1,92,0.2,"2018-04-08",2
934,1,93,0.05,"2017-06-09",1
934,5,93,0.2,"2017-06-09",1
934,4,93,0.07,"2017-06-09",1
934,3,93,0.1,"2017-06-09",1
934,2,93,0.05,"2017-06-09",1
1578,1,93,0.07,"2018-04-23",2
1578,2,93,0.05,"2018-04-23",2
1578,3,93,0.2,"2018-04-23",2
6,1,94,0.07,"2016-01-04",1
6,2,94,0.05,"2016-01-04",1
6,3,94,0.1,"2016-01-04",1
6,4,94,0.07,"2016-01-04",1
6,5,94,0.07,"2016-01-04",1
1482,1,94,0.1,"2018-04-01",2
1482,2,94,0.05,"2018-04-01",2
1482,3,94,0.07,"2018-04-01",2
1482,4,94,0.05,"2018-04-01",2
1482,5,94,0.05,"2018-04-01",2
804,2,95,0.07,"2017-03-29",1
804,3,95,0.05,"2017-03-29",1
804,1,95,0.2,"2017-03-29",1
604,1,96,0.07,"2016-12-10",1
604,2,96,0.2,"2016-12-10",1
867,1,97,0.05,"2017-05-01",1
1517,1,97,0.07,"2018-04-11",2
1517,2,97,0.05,"2018-04-11",2
190,1,98,0.05,"2016-04-23",1
190,2,98,0.2,"2016-04-23",1
190,3,98,0.2,"2016-04-23",1
169,3,99,0.2,"2016-04-10",1
169,4,99,0.2,"2016-04-10",1
169,5,99,0.05,"2016-04-10",1
169,2,99,0.05,"2016-04-10",1
169,1,99,0.1,"2016-04-10",1
