"customer_id","order_id","item_id","quantity","list_price","discount","order_date","rk"
4,1556,5,2,899.99,0.1,"2018-04-18",3
5,264,2,2,549.99,0.05,"2016-06-10",1
5,264,4,2,999.99,0.07,"2016-06-10",1
5,264,1,1,1549.0,0.2,"2016-06-10",1
5,264,3,2,529.99,0.1,"2016-06-10",1
5,571,1,1,2899.99,0.05,"2016-11-24",2
5,571,2,1,2999.99,0.1,"2016-11-24",2
5,1544,2,2,416.99,0.2,"2018-04-17",3
5,1544,1,2,3499.99,0.1,"2018-04-17",3
6,1059,1,2,1409.99,0.05,"2017-08-14",1
6,1059,2,1,3999.99,0.1,"2017-08-14",1
6,1059,3,1,269.99,0.07,"2017-08-14",1
6,1592,1,2,1549.0,0.05,"2018-04-27",2
6,1592,2,1,2299.99,0.07,"2018-04-27",2
6,1592,3,2,4999.99,0.07,"2018-04-27",2
6,1592,4,1,2999.99,0.2,"2018-04-27",2
6,1592,5,2,209.99,0.05,"2018-04-27",2
6,1611,3,1,749.99,0.2,"2018-09-06",3
6,1611,2,2,3199.99,0.1,"2018-09-06",3
6,1611,1,1,2799.99,0.07,"2018-09-06",3
7,104,2,1,599.99,0.05,"2016-03-03",1
7,104,1,2,449.0,0.1,"2016-03-03",1
7,1532,1,2,2999.99,0.07,"2018-04-13",2
7,1604,1,1,209.99,0.1,"2018-06-17",3
8,512,1,1,269.99,0.07,"2016-10-19",1
8,1010,1,2,416.99,0.1,"2017-07-18",2
8,1523,1,2,749.99,0.2,"2018-04-12",3
9,76,3,1,1320.99,0.07,"2016-02-16",1
9,76,1,1,549.99,0.05,"2016-02-16",1
9,76,2,2,1680.99,0.1,"2016-02-16",1
9,1459,1,1,1259.9,0.1,"2018-03-21",2
9,1593,2,1,469.99,0.07,"2018-04-27",3
9,1593,5,2,6499.99,0.07,"2018-04-27",3
9,1593,4,1,416.99,0.05,"2018-04-27",3
9,1593,3,2,2799.99,0.1,"2018-04-27",3
9,1593,1,2,349.99,0.2,"2018-04-27",3
10,825,1,1,449.0,0.1,"2017-04-07",1
10,825,2,2,999.99,0.2,"2017-04-07",1
10,1541,4,1,429.0,0.1,"2018-04-16",2
10,1541,1,2,11999.99,0.1,"2018-04-16",2
10,1541,2,2,599.99,0.07,"2018-04-16",2
10,1541,3,2,3199.99,0.1,"2018-04-16",2
10,1541,5,2,149.99,0.05,"2018-04-16",2
10,1609,3,2,319.99,0.1,"2018-08-23",3
10,1609,2,2,749.99,0.2,"2018-08-23",3
10,1609,1,1,349.99,0.2,"2018-08-23",3
10,1609,4,1,533.99,0.2,"2018-08-23",3
11,1074,2,1,189.99,0.07,"2017-08-19",1
11,1074,1,1,2599.99,0.1,"2017-08-19",1
11,1074,3,2,209.99,0.1,"2017-08-19",1
11,1387,1,1,449.99,0.1,"2018-02-09",2
11,1588,1,2,209.99,0.07,"2018-04-26",3
12,108,2,2,269.99,0.07,"2016-03-06",1
12,108,1,1,1680.99,0.1,"2016-03-06",1
12,108,3,2,599.99,0.05,"2016-03-06",1
12,715,2,1,5999.99,0.2,"2017-02-15",2
12,715,1,2,4999.99,0.1,"2017-02-15",2
12,1576,3,2,3499.99,0.05,"2018-04-23",3
12,1576,2,1,319.99,0.05,"2018-04-23",3
12,1576,1,1,416.99,0.05,"2018-04-23",3
13,239,1,2,599.99,0.1,"2016-05-27",1
13,239,2,2,269.99,0.05,"2016-05-27",1
13,239,3,1,449.0,0.07,"2016-05-27",1
13,239,4,2,2899.99,0.07,"2016-05-27",1
13,852,1,2,1409.99,0.07,"2017-04-21",2
13,1527,2,1,551.99,0.05,"2018-04-12",3
13,1527,1,1,469.99,0.1,"2018-04-12",3
13,1527,3,2,1999.99,0.05,"2018-04-12",3
14,357,3,1,549.99,0.07,"2016-08-05",1
14,357,2,2,269.99,0.07,"2016-08-05",1
14,357,1,2,429.0,0.05,"2016-08-05",1
14,357,4,1,2999.99,0.05,"2016-08-05",1
14,419,1,1,2999.99,0.05,"2016-09-04",2
14,1572,1,2,899.99,0.05,"2018-04-22",3
14,1572,2,1,2999.99,0.2,"2018-04-22",3
14,1572,3,1,3199.99,0.05,"2018-04-22",3
14,1572,4,2,679.99,0.2,"2018-04-22",3
15,1401,1,1,379.99,0.07,"2018-02-18",1
15,1401,2,1,429.99,0.05,"2018-02-18",1
15,1401,3,2,749.99,0.2,"2018-02-18",1
15,1483,1,1,489.99,0.05,"2018-04-02",2
15,1483,2,2,679.99,0.07,"2018-04-02",2
15,1610,2,2,3199.99,0.2,"2018-08-25",3
15,1610,1,1,832.99,0.07,"2018-08-25",3
16,352,2,1,269.99,0.2,"2016-08-03",1
16,352,1,1,1680.99,0.2,"2016-08-03",1
16,1020,1,2,599.99,0.05,"2017-07-23",2
16,1020,2,2,416.99,0.05,"2017-07-23",2
16,1020,3,1,529.99,0.07,"2017-07-23",2
16,1020,4,2,1999.99,0.1,"2017-07-23",2
16,1020,5,2,4999.99,0.05,"2017-07-23",2
16,1510,2,1,449.99,0.1,"2018-04-09",3
16,1510,1,2,3199.99,0.05,"2018-04-09",3
16,1510,5,1,2599.0,0.05,"2018-04-09",3
16,1510,4,2,269.99,0.1,"2018-04-09",3
16,1510,3,2,2999.99,0.1,"2018-04-09",3
17,246,1,2,429.0,0.2,"2016-05-30",1
17,301,1,1,469.99,0.05,"2016-07-06",2
17,301,2,1,269.99,0.1,"2016-07-06",2
17,1549,2,1,469.99,0.05,"2018-04-17",3
17,1549,4,2,699.99,0.1,"2018-04-17",3
17,1549,1,1,959.99,0.2,"2018-04-17",3
17,1549,3,2,749.99,0.05,"2018-04-17",3
18,606,1,2,469.99,0.2,"2016-12-11",1
18,606,2,2,449.0,0.05,"2016-12-11",1
18,1407,1,1,799.99,0.05,"2018-02-26",2
18,1407,2,2,832.99,0.1,"2018-02-26",2
18,1407,3,1,399.99,0.1,"2018-02-26",2
18,1407,4,1,832.99,0.2,"2018-02-26",2
18,1534,1,1,3499.99,0.1,"2018-04-14",3
18,1534,2,1,1469.99,0.05,"2018-04-14",3
18,1534,4,2,3199.99,0.2,"2018-04-14",3
18,1534,3,2,199.99,0.2,"2018-04-14",3
19,1211,1,2,529.99,0.2,"2017-10-27",1
19,1211,2,1,2599.99,0.05,"2017-10-27",1
19,1211,3,1,209.99,0.2,"2017-10-27",1
19,1211,4,1,209.99,0.1,"2017-10-27",1
19,1211,5,2,449.99,0.2,"2017-10-27",1
19,1234,2,2,416.99,0.07,"2017-11-07",2
19,1234,1,2,5499.99,0.07,"2017-11-07",2
19,1535,1,1,209.99,0.05,"2018-04-14",3
19,1535,2,2,599.99,0.05,"2018-04-14",3
20,547,3,1,1320.99,0.1,"2016-11-09",1
20,547,2,1,2999.99,0.2,"2016-11-09",1
20,547,1,2,1680.99,0.05,"2016-11-09",1
20,735,2,2,1549.0,0.07,"2017-02-27",2
20,735,1,2,416.99,0.1,"2017-02-27",2
20,1528,1,2,429.99,0.2,"2018-04-12",3
21,1177,2,1,439.99,0.1,"2017-10-12",1
21,1177,1,2,3499.99,0.07,"2017-10-12",1
21,1409,4,1,289.99,0.05,"2018-02-26",2
21,1409,5,1,269.99,0.1,"2018-02-26",2
21,1409,3,2,3199.99,0.05,"2018-02-26",2
21,1409,2,1,1299.99,0.07,"2018-02-26",2
21,1409,1,2,899.99,0.07,"2018-02-26",2
21,1596,1,1,349.99,0.05,"2018-04-28",3
21,1596,2,1,449.0,0.1,"2018-04-28",3
22,183,3,1,449.0,0.07,"2016-04-19",1
22,183,1,2,1680.99,0.2,"2016-04-19",1
22,183,4,1,429.0,0.07,"2016-04-19",1
22,183,2,2,549.99,0.05,"2016-04-19",1
22,1505,2,2,549.99,0.07,"2018-04-08",2
22,1505,1,2,529.99,0.05,"2018-04-08",2
22,1505,3,2,5299.99,0.05,"2018-04-08",2
23,1109,1,2,619.99,0.1,"2017-09-03",1
23,1479,2,1,899.99,0.1,"2018-04-01",2
23,1479,1,1,2999.99,0.05,"2018-04-01",2
24,185,1,1,599.99,0.1,"2016-04-20",1
24,185,2,1,1799.99,0.05,"2016-04-20",1
24,1157,1,1,599.99,0.1,"2017-10-01",2
24,1157,2,2,1632.99,0.1,"2017-10-01",2
24,1157,3,2,379.99,0.2,"2017-10-01",2
24,1157,4,1,1469.99,0.07,"2017-10-01",2
24,1573,1,1,2999.99,0.05,"2018-04-23",3
24,1573,2,1,919.99,0.07,"2018-04-23",3
24,1573,3,2,529.99,0.1,"2018-04-23",3
24,1573,4,2,899.99,0.07,"2018-04-23",3
24,1573,5,2,89.99,0.1,"2018-04-23",3
25,1065,1,2,1499.99,0.07,"2017-08-17",1
25,1065,2,2,551.99,0.05,"2017-08-17",1
25,1065,3,1,3499.99,0.07,"2017-08-17",1
25,1511,1,2,1549.99,0.2,"2018-04-09",2
25,1511,2,1,389.99,0.07,"2018-04-09",2
25,1511,5,2,1499.0,0.2,"2018-04-09",2
25,1511,4,1,1469.99,0.05,"2018-04-09",2
25,1511,3,2,429.0,0.07,"2018-04-09",2
26,256,1,1,1680.99,0.1,"2016-06-04",1
26,256,2,1,269.99,0.05,"2016-06-04",1
26,1519,4,1,346.99,0.2,"2018-04-11",2
26,1519,5,2,289.99,0.05,"2018-04-11",2
26,1519,3,2,1499.0,0.07,"2018-04-11",2
26,1519,2,2,329.99,0.2,"2018-04-11",2
26,1519,1,1,4499.99,0.2,"2018-04-11",2
27,634,2,1,549.99,0.1,"2016-12-29",1
27,634,1,2,2899.99,0.05,"2016-12-29",1
27,1480,2,2,659.99,0.1,"2018-04-01",2
27,1480,1,2,749.99,0.1,"2018-04-01",2
27,1480,3,2,209.99,0.07,"2018-04-01",2
27,1480,4,2,959.99,0.07,"2018-04-01",2
28,1306,5,2,2999.99,0.07,"2017-12-20",1
28,1306,1,2,551.99,0.05,"2017-12-20",1
28,1306,2,2,1099.99,0.07,"2017-12-20",1
28,1306,4,1,2299.99,0.2,"2017-12-20",1
28,1306,3,1,869.99,0.2,"2017-12-20",1
28,1533,1,2,229.99,0.1,"2018-04-13",2
28,1533,2,1,647.99,0.1,"2018-04-13",2
28,1533,3,1,349.99,0.1,"2018-04-13",2
28,1533,4,2,899.99,0.1,"2018-04-13",2
28,1533,5,1,6499.99,0.1,"2018-04-13",2
29,665,1,1,4999.99,0.07,"2017-01-21",1
29,665,2,2,2299.99,0.2,"2017-01-21",1
29,665,3,2,499.99,0.05,"2017-01-21",1
29,1569,1,1,2999.99,0.1,"2018-04-22",2
30,349,1,2,599.99,0.2,"2016-08-03",1
30,444,3,2,599.99,0.05,"2016-09-19",2
30,444,1,1,269.99,0.07,"2016-09-19",2
30,444,5,2,1549.0,0.2,"2016-09-19",2
30,444,4,1,599.99,0.1,"2016-09-19",2
30,444,2,2,529.99,0.07,"2016-09-19",2
30,1553,2,1,549.99,0.1,"2018-04-18",3
30,1553,3,1,2999.99,0.05,"2018-04-18",3
30,1553,4,1,209.99,0.05,"2018-04-18",3
30,1553,1,1,489.99,0.07,"2018-04-18",3
31,162,3,2,999.99,0.1,"2016-04-06",1
31,162,2,2,269.99,0.07,"2016-04-06",1
31,162,1,1,449.0,0.07,"2016-04-06",1
31,350,3,1,999.99,0.07,"2016-08-03",2
31,350,1,2,469.99,0.05,"2016-08-03",2
31,350,2,1,599.99,0.07,"2016-08-03",2
31,1497,3,2,3599.99,0.07,"2018-04-06",3
31,1497,1,2,1599.99,0.2,"2018-04-06",3
31,1497,2,2,2999.99,0.1,"2018-04-06",3
32,159,1,1,269.99,0.2,"2016-04-04",1
32,582,2,2,429.0,0.07,"2016-12-04",2
32,582,1,2,1549.0,0.2,"2016-12-04",2
32,1513,2,2,4999.99,0.05,"2018-04-10",3
32,1513,3,2,2299.99,0.05,"2018-04-10",3
32,1513,1,1,749.99,0.1,"2018-04-10",3
33,575,2,1,549.99,0.2,"2016-11-27",1
33,575,1,2,2899.99,0.07,"2016-11-27",1
33,1487,5,2,349.99,0.2,"2018-04-03",2
33,1487,4,1,2299.99,0.05,"2018-04-03",2
33,1487,3,1,2999.99,0.05,"2018-04-03",2
33,1487,2,2,1549.99,0.2,"2018-04-03",2
33,1487,1,1,4499.99,0.07,"2018-04-03",2
33,1607,1,1,999.99,0.05,"2018-07-11",3
34,1190,1,1,416.99,0.07,"2017-10-16",1
34,1536,3,2,2299.99,0.2,"2018-04-14",2
34,1536,1,1,2199.99,0.2,"2018-04-14",2
34,1536,2,2,2799.99,0.07,"2018-04-14",2
35,1476,4,1,2799.99,0.1,"2018-03-31",1
35,1476,1,2,3199.99,0.07,"2018-03-31",1
35,1476,5,2,289.99,0.1,"2018-03-31",1
35,1476,3,1,5299.99,0.07,"2018-03-31",1
35,1476,2,2,349.99,0.07,"2018-03-31",1
35,1484,1,2,319.99,0.07,"2018-04-02",2
35,1484,3,2,679.99,0.05,"2018-04-02",2
35,1484,2,2,3499.99,0.2,"2018-04-02",2
36,303,1,2,1799.99,0.05,"2016-07-07",1
36,303,2,2,549.99,0.05,"2016-07-07",1
36,1537,1,2,849.99,0.05,"2018-04-15",2
37,1295,3,1,875.99,0.05,"2017-12-11",1
37,1295,1,2,1320.99,0.2,"2017-12-11",1
37,1295,2,1,4999.99,0.2,"2017-12-11",1
37,1524,4,2,2999.99,0.2,"2018-04-12",2
37,1524,3,1,449.99,0.2,"2018-04-12",2
37,1524,2,2,319.99,0.2,"2018-04-12",2
37,1524,1,1,1549.0,0.1,"2018-04-12",2
38,718,3,2,489.99,0.1,"2017-02-16",1
38,718,2,2,4999.99,0.07,"2017-02-16",1
38,718,1,2,209.99,0.07,"2017-02-16",1
38,1525,3,1,2799.99,0.07,"2018-04-12",2
38,1525,2,2,1349.0,0.07,"2018-04-12",2
38,1525,1,1,6499.99,0.1,"2018-04-12",2
39,1322,1,2,2499.99,0.05,"2017-12-31",1
39,1322,2,2,481.99,0.05,"2017-12-31",1
39,1550,1,2,559.99,0.05,"2018-04-17",2
39,1550,2,1,659.99,0.07,"2018-04-17",2
39,1550,3,2,2799.99,0.1,"2018-04-17",2
39,1550,4,1,5499.99,0.07,"2018-04-17",2
39,1550,5,2,149.99,0.05,"2018-04-17",2
40,598,1,2,2899.99,0.05,"2016-12-09",1
40,598,2,2,599.99,0.07,"2016-12-09",1
40,598,3,1,269.99,0.1,"2016-12-09",1
40,1092,4,1,449.0,0.2,"2017-08-25",2
40,1092,3,2,749.99,0.1,"2017-08-25",2
40,1092,2,2,999.99,0.07,"2017-08-25",2
40,1092,1,1,469.99,0.05,"2017-08-25",2
40,1589,3,2,2499.99,0.1,"2018-04-27",3
40,1589,2,1,799.99,0.2,"2018-04-27",3
40,1589,1,2,639.99,0.05,"2018-04-27",3
41,1161,2,1,549.99,0.07,"2017-10-01",1
41,1161,3,1,269.99,0.2,"2017-10-01",1
41,1161,4,2,999.99,0.1,"2017-10-01",1
41,1161,1,2,416.99,0.1,"2017-10-01",1
41,1492,1,2,379.99,0.1,"2018-04-04",2
42,1076,3,2,749.99,0.07,"2017-08-19",1
42,1076,2,1,489.99,0.07,"2017-08-19",1
42,1076,1,1,299.99,0.1,"2017-08-19",1
42,1559,2,1,449.0,0.1,"2018-04-20",2
42,1559,3,2,3199.99,0.1,"2018-04-20",2
42,1559,1,2,339.99,0.07,"2018-04-20",2
42,1559,4,1,319.99,0.1,"2018-04-20",2
43,157,2,2,3999.99,0.07,"2016-04-03",1
43,157,1,1,2899.99,0.1,"2016-04-03",1
43,935,2,2,299.99,0.07,"2017-06-10",2
43,935,1,2,346.99,0.2,"2017-06-10",2
43,935,4,1,549.99,0.07,"2017-06-10",2
43,935,3,1,469.99,0.07,"2017-06-10",2
43,1601,1,2,579.99,0.2,"2018-04-29",3
43,1601,5,1,919.99,0.1,"2018-04-29",3
43,1601,4,2,3999.99,0.07,"2018-04-29",3
43,1601,3,2,269.99,0.07,"2018-04-29",3
43,1601,2,1,1549.0,0.2,"2018-04-29",3
44,1253,3,1,189.99,0.2,"2017-11-18",1
44,1253,1,2,499.99,0.1,"2017-11-18",1
44,1253,2,1,269.99,0.07,"2017-11-18",1
44,1583,1,1,529.99,0.05,"2018-04-25",2
44,1583,2,2,289.99,0.2,"2018-04-25",2
45,826,1,2,869.99,0.2,"2017-04-07",1
45,826,2,1,832.99,0.1,"2017-04-07",1
45,1594,2,1,533.99,0.1,"2018-04-28",2
45,1594,1,2,402.99,0.1,"2018-04-28",2
46,132,1,2,749.99,0.05,"2016-03-20",1
46,132,3,1,2999.99,0.1,"2016-03-20",1
46,132,2,1,599.99,0.05,"2016-03-20",1
46,1089,1,2,659.99,0.07,"2017-08-23",2
46,1089,2,2,999.99,0.05,"2017-08-23",2
46,1564,1,1,899.99,0.07,"2018-04-21",3
46,1564,2,1,269.99,0.1,"2018-04-21",3
47,897,1,1,533.99,0.05,"2017-05-20",1
47,897,2,1,349.99,0.05,"2017-05-20",1
47,1072,1,1,149.99,0.2,"2017-08-18",2
47,1072,3,2,832.99,0.07,"2017-08-18",2
47,1072,2,2,209.99,0.07,"2017-08-18",2
47,1516,5,2,209.99,0.2,"2018-04-11",3
47,1516,3,2,2299.99,0.2,"2018-04-11",3
47,1516,4,2,1199.99,0.2,"2018-04-11",3
47,1516,2,1,2599.99,0.1,"2018-04-11",3
47,1516,1,2,3199.99,0.1,"2018-04-11",3
48,1200,1,2,2299.99,0.2,"2017-10-23",1
48,1577,4,2,2599.0,0.07,"2018-04-23",2
48,1577,3,2,799.99,0.2,"2018-04-23",2
48,1577,2,2,470.99,0.1,"2018-04-23",2
48,1577,1,2,279.99,0.05,"2018-04-23",2
48,1577,5,2,279.99,0.05,"2018-04-23",2
49,739,1,1,999.99,0.2,"2017-02-28",1
49,1599,1,2,481.99,0.2,"2018-04-29",2
50,70,2,1,449.0,0.2,"2016-02-11",1
50,70,1,2,999.99,0.05,"2016-02-11",1
50,70,3,1,599.99,0.05,"2016-02-11",1
50,593,1,2,999.99,0.1,"2016-12-07",2
50,593,2,1,499.99,0.07,"2016-12-07",2
50,1529,2,2,5999.99,0.1,"2018-04-12",3
50,1529,1,1,299.99,0.05,"2018-04-12",3
51,222,1,1,1549.0,0.1,"2016-05-13",1
51,222,2,2,749.99,0.1,"2016-05-13",1
51,1485,2,1,319.99,0.2,"2018-04-02",2
51,1485,1,2,2499.99,0.2,"2018-04-02",2
52,1116,1,2,1680.99,0.07,"2017-09-08",1
52,1501,4,1,250.99,0.2,"2018-04-06",2
52,1501,3,1,529.99,0.05,"2018-04-06",2
52,1501,2,1,639.99,0.07,"2018-04-06",2
52,1501,1,1,599.99,0.05,"2018-04-06",2
52,1501,5,1,1549.0,0.05,"2018-04-06",2
53,389,2,2,529.99,0.07,"2016-08-22",1
53,389,3,2,1549.0,0.05,"2016-08-22",1
53,389,4,1,1320.99,0.05,"2016-08-22",1
53,389,5,1,2999.99,0.2,"2016-08-22",1
53,389,1,1,749.99,0.07,"2016-08-22",1
53,1521,4,2,1499.99,0.2,"2018-04-12",2
53,1521,1,1,489.99,0.2,"2018-04-12",2
53,1521,3,1,999.99,0.1,"2018-04-12",2
53,1521,2,2,679.99,0.2,"2018-04-12",2
53,1608,1,2,529.99,0.05,"2018-07-12",3
54,519,1,1,469.99,0.07,"2016-10-22",1
54,519,2,1,599.99,0.1,"2016-10-22",1
54,519,3,2,299.99,0.05,"2016-10-22",1
54,519,4,2,449.0,0.2,"2016-10-22",1
54,519,5,1,3999.99,0.05,"2016-10-22",1
54,1570,1,1,11999.99,0.07,"2018-04-22",2
55,147,1,2,599.99,0.2,"2016-03-28",1
55,1602,2,1,379.99,0.07,"2018-04-30",2
55,1602,1,2,416.99,0.05,"2018-04-30",2
55,1602,3,2,229.99,0.2,"2018-04-30",2
55,1602,4,2,899.99,0.05,"2018-04-30",2
56,778,2,1,329.99,0.05,"2017-03-15",1
56,778,1,1,489.99,0.1,"2017-03-15",1
56,1413,1,2,279.99,0.05,"2018-03-01",2
56,1597,1,1,3199.99,0.07,"2018-04-28",3
56,1597,2,1,2599.99,0.07,"2018-04-28",3
57,27,4,1,1799.99,0.07,"2016-01-19",1
57,27,3,2,599.99,0.07,"2016-01-19",1
57,27,2,1,449.0,0.2,"2016-01-19",1
57,27,1,1,1320.99,0.2,"2016-01-19",1
57,1560,1,2,999.99,0.2,"2018-04-20",2
57,1560,2,1,1469.99,0.2,"2018-04-20",2
58,694,3,2,2699.99,0.1,"2017-02-05",1
58,694,2,1,1499.99,0.05,"2017-02-05",1
58,694,1,1,1499.99,0.2,"2017-02-05",1
58,694,5,2,869.99,0.1,"2017-02-05",1
58,694,4,2,551.99,0.2,"2017-02-05",1
58,1542,1,1,402.99,0.2,"2018-04-16",2
58,1542,4,2,379.99,0.1,"2018-04-16",2
58,1542,3,2,3499.99,0.2,"2018-04-16",2
58,1542,2,2,2499.99,0.05,"2018-04-16",2
58,1542,5,1,279.99,0.2,"2018-04-16",2
59,286,1,2,599.99,0.2,"2016-06-25",1
59,286,4,1,3999.99,0.1,"2016-06-25",1
59,286,3,2,599.99,0.1,"2016-06-25",1
59,286,2,2,269.99,0.07,"2016-06-25",1
59,1526,4,1,679.99,0.05,"2018-04-12",2
59,1526,3,1,749.99,0.1,"2018-04-12",2
59,1526,2,1,5499.99,0.1,"2018-04-12",2
59,1526,1,1,1549.99,0.07,"2018-04-12",2
60,9,1,2,3999.99,0.1,"2016-01-05",1
60,1565,2,1,209.99,0.1,"2018-04-21",2
60,1565,1,1,379.99,0.07,"2018-04-21",2
60,1565,3,1,899.99,0.1,"2018-04-21",2
60,1565,4,1,299.99,0.07,"2018-04-21",2
60,1565,5,2,679.99,0.2,"2018-04-21",2
61,391,3,2,549.99,0.07,"2016-08-23",1
61,391,2,2,1320.99,0.2,"2016-08-23",1
61,391,1,1,1799.99,0.07,"2016-08-23",1
61,556,2,2,2899.99,0.2,"2016-11-13",2
61,556,1,1,599.99,0.1,"2016-11-13",2
61,1515,4,1,4999.99,0.1,"2018-04-10",3
61,1515,3,2,899.99,0.05,"2018-04-10",3
61,1515,2,2,3499.99,0.1,"2018-04-10",3
61,1515,1,2,999.99,0.2,"2018-04-10",3
61,1515,5,2,959.99,0.2,"2018-04-10",3
62,543,1,1,499.99,0.2,"2016-11-06",1
62,543,2,1,449.0,0.2,"2016-11-06",1
62,543,3,2,599.99,0.05,"2016-11-06",1
62,1481,1,2,749.99,0.07,"2018-04-01",2
62,1481,2,1,919.99,0.1,"2018-04-01",2
63,1390,1,2,1469.99,0.05,"2018-02-12",1
63,1390,2,2,999.99,0.05,"2018-02-12",1
63,1390,3,1,899.99,0.1,"2018-02-12",1
63,1390,4,1,481.99,0.05,"2018-02-12",1
63,1390,5,2,1799.99,0.1,"2018-02-12",1
63,1558,1,2,1409.99,0.07,"2018-04-19",2
63,1558,2,1,999.99,0.07,"2018-04-19",2
63,1558,5,1,2599.99,0.07,"2018-04-19",2
63,1558,4,1,2699.99,0.2,"2018-04-19",2
63,1558,3,1,2899.99,0.05,"2018-04-19",2
64,549,5,2,269.99,0.1,"2016-11-12",1
64,549,1,1,529.99,0.07,"2016-11-12",1
64,549,2,1,599.99,0.05,"2016-11-12",1
64,549,3,1,999.99,0.07,"2016-11-12",1
64,549,4,1,3999.99,0.05,"2016-11-12",1
64,673,4,1,269.99,0.1,"2017-01-26",2
64,673,3,1,1320.99,0.07,"2017-01-26",2
64,673,2,1,549.99,0.2,"2017-01-26",2
64,673,1,1,250.99,0.2,"2017-01-26",2
64,1493,1,1,429.99,0.1,"2018-04-04",3
65,240,2,1,1799.99,0.07,"2016-05-27",1
65,240,3,1,1320.99,0.07,"2016-05-27",1
65,240,4,2,449.0,0.07,"2016-05-27",1
65,240,1,1,2999.99,0.07,"2016-05-27",1
65,1561,2,2,279.99,0.05,"2018-04-20",2
65,1561,1,2,2199.99,0.07,"2018-04-20",2
66,252,3,1,449.0,0.1,"2016-06-01",1
66,252,2,1,2899.99,0.07,"2016-06-01",1
66,252,1,2,1680.99,0.1,"2016-06-01",1
66,885,1,1,449.99,0.07,"2017-05-13",2
66,885,2,1,5299.99,0.1,"2017-05-13",2
66,1520,3,2,899.99,0.07,"2018-04-11",3
66,1520,2,2,3499.99,0.2,"2018-04-11",3
66,1520,1,1,4499.99,0.05,"2018-04-11",3
66,1520,4,2,89.99,0.1,"2018-04-11",3
67,424,2,1,469.99,0.05,"2016-09-08",1
67,424,1,1,269.99,0.1,"2016-09-08",1
67,1545,1,1,869.99,0.1,"2018-04-17",2
68,924,2,1,832.99,0.2,"2017-06-02",1
68,924,1,2,349.99,0.2,"2017-06-02",1
68,1325,1,1,2999.99,0.05,"2018-01-01",2
68,1325,4,1,2499.99,0.07,"2018-01-01",2
68,1325,2,1,899.99,0.05,"2018-01-01",2
68,1325,3,1,2999.99,0.1,"2018-01-01",2
68,1512,1,1,909.99,0.07,"2018-04-09",3
69,1130,1,2,3199.99,0.2,"2017-09-18",1
69,1494,1,2,429.99,0.1,"2018-04-05",2
69,1494,2,2,749.99,0.2,"2018-04-05",2
69,1494,3,2,249.99,0.05,"2018-04-05",2
70,1041,3,2,249.99,0.1,"2017-08-04",1
70,1041,2,2,4999.99,0.07,"2017-08-04",1
70,1041,1,1,209.99,0.1,"2017-08-04",1
70,1551,1,2,3999.99,0.2,"2018-04-17",2
71,1360,1,1,1632.99,0.05,"2018-01-22",1
71,1595,1,1,379.99,0.2,"2018-04-28",2
72,420,2,2,529.99,0.1,"2016-09-05",1
72,420,1,2,429.0,0.2,"2016-09-05",1
